FlightNumber,Date,Route,AircraftType,Distance_km,Payload_kg,PassengerCount,FuelUplifted_kg,PlannedFuel_kg,ActualFuel_kg,CG_Position_percent_MAC,DelayMinutes,DelayReason,TaxiOutTime_min,WindComponent_kts,WeatherCondition
AB0189,29-02-2024,SHJ-DOH,A320,1909.3,14006.4,156,7890.4,7971.9,7599.2,27.74,41,ATC,20.8,-24.4,Rain
AB0190,20-03-2024,SHJ-DOH,A321,2339.4,16166.2,233,9869.6,9992,9580.4,27.43,0,None,12,-17.9,Cloudy
AB0191,04-02-2024,SHJ-RUH,A320,2146.5,16231.3,177,8500.8,8573.7,8381,27.21,0,None,17.2,-27.1,Storm
AB0192,22-04-2024,SHJ-JED,A321,1804.1,17247.9,188,9739.2,9793.3,9231.8,26.47,4,ATC,23.5,9.4,Fog
AB0193,12-04-2024,SHJ-MCT,A320,1554.1,14496.7,155,7894.1,7918.9,7329.6,28.25,19,Technical,23.4,-18.5,Clear
AB0194,11-03-2024,SHJ-DOH,A320,1861.6,13608.4,170,7656.8,7738.3,7294.7,28.38,9,Technical,23.6,-20.8,Clear
AB0195,29-02-2024,SHJ-DEL,A320,1445.4,15261.9,146,7346.2,7515,7105.8,25.86,72,Weather,23.3,-16.7,Rain
AB0196,06-03-2024,SHJ-JED,A321,2189,16785.6,220,10145.2,10249.7,9789.7,28.8,6,Weather,17,-3,Storm
AB0197,01-03-2024,SHJ-MCT,A321,2318.7,13559.6,223,9694.7,9775.3,9396.6,30.12,28,Weather,14.1,-13.9,Storm
AB0198,25-01-2024,SHJ-RUH,A320,1605.7,12620.4,152,8862.4,8988,8467.1,28.73,20,None,14.8,-13.5,Rain
AB0199,08-04-2024,SHJ-DOH,A321,2360.1,17254.3,233,10208.3,10361.8,9873.2,28.97,0,None,17.2,-31.2,Fog
AB0200,04-02-2024,SHJ-DEL,A321,2065,16355.5,194,9192,9302.7,9081.4,29,0,None,21.3,-5.9,Fog
AB0201,15-03-2024,SHJ-JED,A321,1878.5,15737.3,194,8560.1,8650.4,8177.1,28.74,0,None,21.2,-38.6,Storm
AB0202,09-03-2024,SHJ-DOH,A321,2212,16777.4,237,8191.2,8300.4,8193.1,30.8,34,Technical,19,-27.4,Fog
AB0203,18-02-2024,SHJ-DOH,A321,2361.4,15526.5,219,10005.5,10243.5,9599.4,29.39,0,None,17.9,-46.5,Cloudy
AB0204,14-03-2024,SHJ-DOH,A320,1661.1,13590.7,154,8152.4,8308.4,7934.6,28,9,None,16.4,-17.7,Storm
AB0205,06-01-2024,SHJ-CAI,A321,2365,15632.9,196,9196.3,9255.3,9030.9,28.52,27,None,19.3,-17.1,Storm
AB0206,19-02-2024,SHJ-JED,A320,1970.2,13862.6,172,7896.8,7967.6,7570.2,25.56,7,Weather,25.1,-6.1,Clear
AB0207,17-01-2024,SHJ-RUH,A321,2393.1,17736.1,211,9697.3,9781.5,9459.1,29.62,34,None,17.3,-26.8,Storm
AB0208,13-01-2024,SHJ-RUH,A321,2200.1,17101.2,181,7203.8,7242.8,6958.9,28.49,7,ATC,15.7,1.8,Cloudy
AB0209,22-02-2024,SHJ-JED,A320,1865.3,14300.5,177,6861.2,6957.4,6457.3,28.67,0,ATC,10.2,-7.7,Rain
AB0210,13-02-2024,SHJ-RUH,A321,2275.3,15597.9,192,10625.4,10807.6,10444.4,28.1,22,Late Arrival,16.4,-11,Rain
AB0211,19-04-2024,SHJ-JED,A321,2091.2,16337.2,210,8497.8,8572.2,8123.7,28.77,0,None,5.2,-22.9,Storm
AB0212,21-04-2024,SHJ-RUH,A320,2282.5,14784.6,164,7737.1,7864.5,7434.9,26.82,32,Late Arrival,21.6,-9.2,Cloudy
AB0213,21-03-2024,SHJ-JED,A321,2287.7,16519.6,223,10091.8,10163.1,9827.2,29.1,40,None,11.8,-42,Clear
AB0214,25-02-2024,SHJ-DEL,A320,1833,14050.9,168,8244,8418.4,7966.3,26.4,0,Weather,17.5,-44.6,Rain
AB0215,25-04-2024,SHJ-DEL,A320,1764.8,15661.5,165,8230.7,8299.9,8056.7,27.62,3,Technical,24.4,-11.6,Clear
AB0216,07-02-2024,SHJ-CAI,A321,1977.7,16746.5,219,10640.1,10689.4,10182.1,28.19,0,Weather,16.8,-13,Cloudy
AB0217,08-03-2024,SHJ-DOH,A320,1997.5,13924,158,8151.8,8356.2,7935.3,26.39,13,ATC,28.1,-19.9,Clear
AB0218,19-03-2024,SHJ-DOH,A320,1762,13642.6,161,9372.8,9549.5,9294,26.58,4,Weather,15.9,-11.2,Fog
AB0219,19-01-2024,SHJ-MCT,A321,1880.4,16962.2,240,8136.8,8203.7,7817.9,29.43,10,Late Arrival,14.8,-12.7,Storm
AB0220,02-02-2024,SHJ-JED,A320,2160.9,13809.1,179,6706.7,6830.3,6502.4,29.48,17,None,16.4,-20,Storm
AB0221,25-04-2024,SHJ-CAI,A320,1549.9,14604.5,182,7547.9,7661.2,7294.9,27.56,8,ATC,28.5,-23.7,Rain
AB0222,16-03-2024,SHJ-CAI,A321,2128.3,15852.5,224,9318.8,9484.8,9083.7,30.42,0,Late Arrival,8.7,-4.9,Storm
AB0223,18-04-2024,SHJ-CAI,A320,1663.1,14790.6,125,8892.6,9029.1,8713.7,28.01,0,None,16,-9.7,Storm
AB0224,14-01-2024,SHJ-MCT,A321,2221.2,17084.4,240,7935.8,8041,7474,28.1,0,Weather,17.1,-6.2,Fog
AB0225,07-02-2024,SHJ-JED,A321,2174.5,18011.2,180,9487.9,9606.1,9313.2,29.89,1,ATC,5,-17,Storm
AB0226,05-02-2024,SHJ-DEL,A320,1887.3,14404.3,189,6928.9,7088.6,6560.9,26.22,16,None,15.5,-21.2,Storm
AB0227,16-04-2024,SHJ-CAI,A320,1869.5,13512.8,151,8034.2,8079.9,7842.9,28.68,0,Late Arrival,21.3,-13.1,Rain
AB0228,29-01-2024,SHJ-JED,A320,1454.8,13322.4,188,7018.8,7141.9,6765.3,28.78,4,Late Arrival,15,1.3,Cloudy
AB0229,21-03-2024,SHJ-DEL,A320,2147.8,14978.9,166,7191.7,7317.9,6974.8,28.42,38,Technical,21.3,-42.5,Storm
AB0230,05-01-2024,SHJ-RUH,A321,2410.4,15501.9,202,9750.2,10005.7,9250.6,29.61,6,None,20.7,-6.7,Clear
AB0231,26-04-2024,SHJ-CAI,A321,2135.9,18295.2,214,9997.7,10118.8,9631.2,29.84,0,None,15.2,-36.5,Cloudy
AB0232,26-01-2024,SHJ-MCT,A321,2287.9,17278.9,219,11174.5,11307.9,10875.1,27.91,2,Weather,21.5,-7.3,Rain
AB0233,16-04-2024,SHJ-MCT,A321,2141.2,16428.4,179,9143,9271.7,8753.9,29.5,10,None,18,-29.9,Storm
AB0234,13-04-2024,SHJ-CAI,A321,2339.8,16921,219,8974,9128.8,8889.3,28.52,0,None,21.5,-25.9,Storm
AB0235,10-01-2024,SHJ-MCT,A320,2012,14617,178,6634,6747.1,6212.8,27.63,12,None,9.1,-13.9,Storm
AB0236,18-04-2024,SHJ-RUH,A321,1994.1,15147.3,179,10612.7,10789.4,10375.6,28.46,0,ATC,12.4,-1.5,Storm
AB0237,02-01-2024,SHJ-CAI,A320,1768.8,13451.7,168,8501.8,8674.2,8090,27.64,0,Weather,15.9,-16.1,Rain
AB0238,15-03-2024,SHJ-DOH,A321,2007.2,15542.8,216,9451.3,9513.4,9148.1,28.77,0,ATC,22.5,-4.5,Cloudy
AB0239,01-03-2024,SHJ-DEL,A321,1830.8,15570.5,180,8850,8877.5,8558.3,28.08,0,None,19,-19,Cloudy
AB0240,23-03-2024,SHJ-DEL,A321,2055.7,16676.8,199,9228.3,9395.4,8761,27.7,26,None,22.1,-37.2,Rain
AB0241,24-03-2024,SHJ-DOH,A320,1963.8,15537.9,142,7082.5,7196.1,6680.7,28.55,16,ATC,20,-39.9,Clear
AB0242,08-02-2024,SHJ-DOH,A320,2009.5,15169.6,160,7956.5,8082.2,7809.6,28.57,8,ATC,23.6,-25,Fog
AB0243,18-01-2024,SHJ-DOH,A321,2312.9,15480.3,209,9325.6,9407.2,9003.1,28.87,26,Technical,15.8,-44.1,Fog
AB0244,23-02-2024,SHJ-RUH,A320,2149.9,15381.5,139,8689.7,8802.9,8440,28.29,5,None,14.1,-30.4,Clear
AB0245,16-04-2024,SHJ-DOH,A321,2016.8,15668.2,208,8784.2,8958.6,8416,28.42,14,None,20.5,-12.9,Rain
AB0246,05-01-2024,SHJ-JED,A321,2215.2,17242.7,219,8262.3,8406.7,7875.4,28.24,10,Technical,21.4,-23.1,Storm
AB0247,31-01-2024,SHJ-CAI,A320,2014.6,16363.9,149,6619,6755,6288.6,27.77,39,None,11.3,-9.6,Rain
AB0248,10-03-2024,SHJ-JED,A321,2078.8,18219.4,240,8733.3,8876.3,8488.3,28.61,9,ATC,18.1,-48.8,Rain
AB0249,25-01-2024,SHJ-DEL,A321,2197.2,15810.3,200,10943.6,11084.3,10769.3,28.72,4,ATC,22,-14.9,Cloudy
AB0250,23-03-2024,SHJ-JED,A320,1914.1,14968.2,158,7387.8,7446.5,7196.3,30.95,34,ATC,11.2,-39.8,Rain
AB0251,01-02-2024,SHJ-MCT,A320,1896.4,14547.3,175,7745,7861.4,7457.6,28.09,0,ATC,16.9,-32.8,Fog
AB0252,27-01-2024,SHJ-RUH,A320,1835,16985.3,172,7686.5,7810.6,7294.3,28.42,22,None,28.3,-37,Cloudy
AB0253,12-02-2024,SHJ-MCT,A320,1894.7,13073.6,176,7081.3,7166.6,6823.1,28.98,28,Technical,11.8,-19.2,Cloudy
AB0254,17-01-2024,SHJ-RUH,A321,2058.1,15241.5,205,9191.5,9313.2,8648.8,27.62,0,None,23.1,11.3,Clear
AB0255,25-03-2024,SHJ-DEL,A320,1482.8,12120.1,202,8389.6,8516.3,8176.4,25.36,10,ATC,19.6,-6.1,Cloudy
AB0256,16-03-2024,SHJ-CAI,A320,1597.2,14085.7,146,8255.4,8335,8044.9,27,23,ATC,22.3,-23.5,Clear
AB0257,17-01-2024,SHJ-JED,A321,2207.6,15051.4,204,9449.8,9494.2,8887.7,30.46,29,Weather,19.4,6.4,Clear
AB0258,01-03-2024,SHJ-DOH,A321,2274.4,16889.2,208,10723.6,10792.3,10313.9,27.68,5,Weather,14,-21,Clear
AB0259,27-02-2024,SHJ-RUH,A320,2047.5,13542.7,164,8058,8045.7,7673.2,27.39,14,None,24,-27.4,Clear
AB0260,03-04-2024,SHJ-JED,A321,1824.7,17119.7,197,8310.3,8401.1,8072.8,28.4,0,Weather,22.5,-0.9,Clear
AB0261,08-01-2024,SHJ-DOH,A321,2330.3,15362.3,205,9493.5,9626.9,9133.6,28.27,11,Weather,20.3,1.8,Clear
AB0262,03-03-2024,SHJ-JED,A321,2340.9,17289.1,211,10910.5,10967.4,10569.5,30.4,23,ATC,15.8,-27.2,Clear
AB0263,11-02-2024,SHJ-RUH,A320,1859.3,14463.2,168,8311.3,8464.9,7841.3,28.19,28,ATC,12.8,-14,Rain
AB0264,20-03-2024,SHJ-JED,A321,2561.9,16282,193,8847.9,8908.7,8656.9,28.63,0,Technical,18.1,-6.5,Fog
AB0265,08-03-2024,SHJ-CAI,A321,2018.4,18019.3,220,10530.6,10673.3,10296.4,27.91,27,Weather,18.9,-11.7,Storm
AB0266,13-01-2024,SHJ-JED,A320,1564.9,13104.9,176,7051.7,7083.3,6705.3,28.85,0,None,20.8,-10.6,Fog
AB0267,02-04-2024,SHJ-MCT,A321,2060.6,17082,215,8961.2,8963,8762,29.35,0,Weather,18.5,-24,Cloudy
AB0268,22-02-2024,SHJ-CAI,A321,2335.8,16198,203,10231.9,10347.7,9898.4,29.47,0,Technical,21.8,-10.8,Clear
AB0269,10-02-2024,SHJ-DOH,A321,1996.7,16255.9,209,9365.5,9537.1,9032.1,30.08,0,Late Arrival,21.1,-0.1,Rain
AB0270,20-01-2024,SHJ-JED,A321,2277.4,17591,240,10523.7,10676,10198.8,29.14,10,ATC,16.2,3.5,Clear
AB0271,12-01-2024,SHJ-DOH,A320,1636.3,15532.4,174,6600.7,6595.7,6263.9,28.63,27,None,15,-18.1,Rain
AB0272,13-04-2024,SHJ-MCT,A320,2190.8,13494.3,143,9481.7,9581.8,8985.4,29.01,36,Weather,14.3,-27.3,Fog
AB0273,12-03-2024,SHJ-CAI,A320,2046.2,15685,176,7120.2,7193.6,6621.5,27.66,16,Weather,25.8,-7.2,Storm
AB0274,21-04-2024,SHJ-JED,A320,1883,14463.3,165,8558.1,8643.3,8511.1,28.24,0,None,19.9,-23.1,Fog
AB0275,09-02-2024,SHJ-CAI,A320,2151.1,15573,155,7849.2,7926.6,7556.6,28.2,0,Weather,12.3,-10.7,Cloudy
AB0276,20-01-2024,SHJ-JED,A321,2325.9,15695.7,227,8868.4,9009.4,8543.1,28.97,19,Technical,15.4,-22.9,Clear
AB0277,14-02-2024,SHJ-RUH,A321,2158.8,15753.4,206,7951.4,8037.1,7700.5,28.74,5,ATC,17.7,-12.8,Rain
AB0278,14-03-2024,SHJ-MCT,A321,2374.9,15850.2,185,8458,8540.4,8206.7,28.23,0,None,15.7,-17.3,Fog
AB0279,19-03-2024,SHJ-JED,A320,1919,13442.6,156,7073.3,7130.9,6776.4,28.57,0,Late Arrival,16.2,-15.5,Rain
AB0280,04-01-2024,SHJ-MCT,A321,2236.8,19193,216,8495.9,8507.1,8205.5,28.92,0,None,22.6,-28.2,Rain
AB0281,27-04-2024,SHJ-CAI,A321,2176.6,15864.4,240,9178.8,9319.5,8695.5,29.48,17,ATC,20,-48.9,Cloudy
AB0282,13-03-2024,SHJ-JED,A321,2144.2,17345.2,209,8094.8,8280,7800.1,30.25,8,ATC,22.8,-25.5,Clear
AB0283,12-01-2024,SHJ-JED,A320,1459.2,13075.5,196,7726,7811,7450.3,29.9,42,Technical,29.1,-22.4,Storm
AB0284,13-02-2024,SHJ-MCT,A321,2259.1,14983.4,239,8332.2,8377.4,8010.5,28.41,0,Technical,15,-28.1,Rain
AB0285,09-04-2024,SHJ-RUH,A320,1690.3,14833.3,142,8220.5,8294.9,7798.7,27.28,5,None,23.9,-17.1,Cloudy
AB0286,21-01-2024,SHJ-RUH,A320,1693.8,14483.9,142,8681.4,8766,8340.5,27.16,0,Late Arrival,20.7,-1.6,Rain
AB0287,26-02-2024,SHJ-JED,A321,2072.5,16958.4,168,8915.4,8969.9,8618.5,28.06,0,Weather,19.5,-22.8,Storm
AB0288,23-02-2024,SHJ-CAI,A320,1352.4,11879.3,152,8457.7,8532.7,8432.4,27.47,37,None,16.1,-14.3,Clear
AB0289,14-02-2024,SHJ-DOH,A320,1828.3,11869.4,180,8215.4,8511.7,7864.6,25.92,44,Technical,16.6,-15.7,Fog
AB0290,03-03-2024,SHJ-RUH,A321,2190.9,16075.8,198,9829.5,9967,9681.2,28.58,0,ATC,15.7,-1.1,Storm
AB0291,17-03-2024,SHJ-DEL,A320,1692.9,14358.5,150,8757.9,8950.4,8389.4,27.82,23,Technical,18.5,-0.6,Cloudy
AB0292,08-04-2024,SHJ-MCT,A321,2056.2,17245,206,9435.8,9548.4,9126.6,28.88,14,Technical,25.9,-5.2,Clear
AB0293,01-01-2024,SHJ-DOH,A321,2373.8,16044.5,192,10455.3,10628.9,10067.7,28.4,5,ATC,9.8,-25.9,Storm
AB0294,09-03-2024,SHJ-JED,A320,1999.3,13533.5,177,7809.5,7852.1,7477.1,28.09,0,Weather,17.1,-44.5,Rain
AB0295,10-01-2024,SHJ-DOH,A320,2041.2,14777.4,174,9521,9708.4,9315.9,28.93,5,Weather,23.7,-36.6,Storm
AB0296,27-04-2024,SHJ-DEL,A321,2035.1,15891.4,199,8443.4,8530.5,8021.1,29.35,0,Weather,8.9,-15.9,Fog
AB0297,21-02-2024,SHJ-JED,A321,1817.5,16431.4,182,11487.3,11592.6,11096.1,30.26,0,Technical,20.7,-17,Storm
AB0298,03-01-2024,SHJ-CAI,A320,1852.8,15272.4,179,8288.7,8340.7,8154.2,27.88,11,None,12.3,16.2,Fog
AB0299,28-02-2024,SHJ-JED,A321,2503.3,17102.1,211,9287.8,9391.7,9083,29.26,0,ATC,19.7,-22.3,Clear
AB0300,01-02-2024,SHJ-DOH,A321,1818.4,15639.6,201,11387.7,11420.9,11032,29.49,0,Weather,23.4,-27.1,Storm
AB0301,21-04-2024,SHJ-CAI,A321,2181.3,17825.8,184,8102.9,8254.8,7861.2,27.48,0,Technical,15.7,-11.7,Cloudy
AB0302,10-01-2024,SHJ-RUH,A320,2040.1,13536.8,156,9153.9,9234.5,9040.9,28.19,18,Weather,15.5,-19.5,Cloudy
AB0303,25-04-2024,SHJ-CAI,A321,1702.3,15841.8,219,8517.7,8640,8211.8,28.66,13,None,13.2,-23.1,Cloudy
AB0304,31-01-2024,SHJ-DEL,A320,1922,14157,153,8224.2,8221.7,7852.8,29.16,3,Technical,20.1,-2,Cloudy
AB0305,18-03-2024,SHJ-MCT,A320,1525.7,13290.6,159,7216.2,7273.4,6742.8,27.44,14,ATC,12,-25.9,Storm
AB0306,29-02-2024,SHJ-RUH,A321,2263.5,16167.1,208,8970.7,9086.7,8822.1,30.75,10,Late Arrival,19.1,-9.6,Fog
AB0307,23-03-2024,SHJ-JED,A321,1946.1,18202.5,214,11131.9,11322.8,10905.2,29.78,21,None,19.2,-23.7,Rain
AB0308,20-01-2024,SHJ-DOH,A320,2040.1,14140.4,125,6882.8,6998.3,6601.4,27.94,34,Weather,8.2,-17.8,Rain
AB0309,11-04-2024,SHJ-CAI,A320,1436.4,14759.7,163,8419.6,8583.6,8206,29.04,21,Technical,17.4,-11.3,Clear
AB0310,09-02-2024,SHJ-DOH,A321,2058.6,17355.6,240,10570.6,10688.7,10343.6,27.71,21,ATC,20.3,-48,Rain
AB0311,16-04-2024,SHJ-CAI,A320,1567.6,13716.9,158,6790.5,6903.1,6451.6,27.81,0,Late Arrival,23.2,4.8,Clear
AB0312,19-03-2024,SHJ-RUH,A321,2103.3,15887.8,219,9142,9279,8855.9,27.09,36,Weather,18.4,-26.2,Fog
AB0313,11-04-2024,SHJ-JED,A320,1782.2,13962.4,130,9494.9,9617.1,9190.8,28.95,0,Weather,20.4,-24,Fog
AB0314,24-03-2024,SHJ-MCT,A321,2369.4,14372.8,208,8897.2,9020.7,8554,28.29,0,Late Arrival,17.4,-33.4,Fog
AB0315,20-01-2024,SHJ-DEL,A321,2368.4,16130.8,151,9125.2,9143.6,8929,27.76,12,ATC,24.6,-15.3,Rain
AB0316,01-04-2024,SHJ-DEL,A320,1678.7,14455.9,155,7305.4,7317.8,7120.8,27.61,13,ATC,17.5,-26.2,Storm
AB0317,26-02-2024,SHJ-RUH,A320,1610.9,14608.2,138,8776,8838.4,8576.2,26.53,0,Technical,22.9,-12.3,Rain
AB0318,19-02-2024,SHJ-DOH,A321,2395.7,17022.1,187,9169.2,9335.7,8947.2,27.8,27,Late Arrival,22.5,7.4,Clear
AB0319,11-04-2024,SHJ-JED,A321,2118.1,17212.3,240,8882.4,8888.4,8735.9,29.71,0,ATC,16.1,-13.4,Clear
AB0320,12-03-2024,SHJ-JED,A321,2237,16925.4,214,10778.9,10845,10574.1,28.23,26,Technical,22.5,-13.2,Fog
AB0321,21-04-2024,SHJ-MCT,A321,2436.7,15322,240,11023.2,11212.3,10649.7,27.34,0,ATC,14.3,-9.2,Cloudy
AB0322,27-04-2024,SHJ-CAI,A321,1990,17257.5,237,10195.2,10245.8,9866.8,28.15,34,None,21.9,-20.6,Storm
AB0323,17-01-2024,SHJ-RUH,A320,1716.4,11974.2,143,9911.4,10020.9,9739.5,29.01,0,Technical,18.9,-5.9,Storm
AB0324,23-03-2024,SHJ-CAI,A320,1802.5,16868.4,131,9058.7,9197.3,8776,28.44,0,Late Arrival,19.1,-47.9,Fog
AB0325,12-01-2024,SHJ-JED,A321,2320.6,16798.2,222,10558.1,10665.5,10221.4,28.12,0,Weather,23.9,1.5,Clear
AB0326,16-02-2024,SHJ-CAI,A320,1752.4,14046,146,9172.8,9369.8,8806.2,27.12,2,None,19.2,-10.3,Rain
AB0327,08-04-2024,SHJ-DOH,A320,1756.9,13127,182,8721.1,8888.9,8512.8,29.17,12,Technical,18.4,-11.7,Cloudy
AB0328,20-01-2024,SHJ-DEL,A321,2027.7,16530,166,10376.5,10551.6,10232.6,28.67,5,None,14.9,-24.3,Clear
AB0329,05-03-2024,SHJ-RUH,A320,2083.7,11512.2,190,8338,8384.3,8158.7,29.68,0,Late Arrival,12.2,-2.9,Fog
AB0330,17-01-2024,SHJ-RUH,A321,2267.7,15562.1,214,8474.2,8627.3,8064.2,29.53,17,ATC,26.8,-20,Cloudy
AB0331,16-04-2024,SHJ-JED,A320,1563.6,14449.5,206,6985.2,7106.1,6721.4,27.95,0,None,23.6,14.8,Clear
AB0332,22-02-2024,SHJ-CAI,A320,1839.2,13095.9,134,8258,8381.7,7847.6,28,0,None,12.5,-7.5,Fog
AB0333,06-02-2024,SHJ-JED,A321,2382.8,14954.3,240,10074.1,10107,9634.1,27.63,7,Technical,20.5,6.9,Cloudy
AB0334,09-02-2024,SHJ-DOH,A320,1941.2,13757.3,144,9230,9411.4,9026.5,27.72,41,Technical,21.4,-22.1,Fog
AB0335,26-02-2024,SHJ-DOH,A321,2096.1,16159.1,218,9577.2,9668.9,9336.5,29.08,0,None,20.3,-34.7,Fog
AB0336,08-03-2024,SHJ-DOH,A320,1569.3,12312.7,129,6644.6,6842.2,6415.5,27.47,13,None,20,-18,Fog
AB0337,18-01-2024,SHJ-CAI,A320,1784.5,12804.7,194,9807.2,9856,9675.5,27.72,0,Late Arrival,20.5,-30.9,Rain
AB0338,11-03-2024,SHJ-DEL,A320,2233,15190.5,169,9027,9098.8,8616.4,27.18,11,Technical,22.3,-17.9,Cloudy
AB0339,04-02-2024,SHJ-DOH,A320,1484.6,13197.2,163,7924.3,7955,7427.1,28.51,39,None,29.4,-26.1,Clear
AB0340,26-04-2024,SHJ-MCT,A321,2298.3,17069.8,213,9401.2,9374.5,9057.6,29.68,12,None,16.9,10.7,Clear
AB0341,23-02-2024,SHJ-DEL,A321,2065,16096.9,240,8667.9,8760.6,8423,29.84,14,Weather,11.5,-28,Cloudy
AB0342,19-02-2024,SHJ-DEL,A321,2078.5,16422.8,218,9918.2,10071.4,9795.8,29.25,37,Technical,20.2,-3.5,Rain
AB0343,29-04-2024,SHJ-DEL,A321,2293.3,17846.2,220,9402.1,9546.5,8874.8,29.57,0,None,11.6,-15.6,Cloudy
AB0344,05-01-2024,SHJ-CAI,A321,2229.1,15885.9,212,11088.6,11131.6,10719.1,28.89,0,Late Arrival,16.1,-26.2,Cloudy
AB0345,07-04-2024,SHJ-JED,A321,2104.5,15244.9,207,8939.4,9142,8932.3,30.09,2,Weather,18.1,-37.6,Clear
AB0346,25-04-2024,SHJ-DEL,A320,2139.1,15897.3,168,9023.5,9056.7,8706,27.59,12,Technical,15.7,-23.3,Cloudy
AB0347,11-03-2024,SHJ-JED,A321,2181.7,16419.1,211,8439.4,8475.2,8211.1,29.98,0,ATC,23.8,0.8,Rain
AB0348,31-01-2024,SHJ-CAI,A320,1739.6,11396.9,157,7935.8,8010.1,7736.9,29.53,23,ATC,13.4,-44,Storm
AB0349,22-03-2024,SHJ-RUH,A321,2134.6,16286.5,219,8964.7,9161.4,8613.5,29.82,9,ATC,17.1,-25.4,Storm
AB0350,17-03-2024,SHJ-RUH,A320,2036.1,13372.7,165,8051.2,8082.6,7801.4,28.32,8,Late Arrival,20.5,-28,Fog
AB0351,31-01-2024,SHJ-JED,A320,2044.2,13123.2,199,6252.4,6376.1,5908.9,27.2,18,Technical,24.4,-53.3,Clear
AB0352,19-03-2024,SHJ-CAI,A320,1900.5,11506.7,145,9629.2,9670.5,9387.3,27.8,51,Weather,8.8,-35.8,Cloudy
AB0353,26-03-2024,SHJ-JED,A320,2099.5,15857.7,162,6760.9,6940.7,6251.4,28.68,0,Weather,17.8,-22.4,Rain
AB0354,09-01-2024,SHJ-RUH,A320,1866.2,15451,182,6922.6,7038.3,6485,28.69,39,Technical,12.4,-20.5,Storm
AB0355,06-01-2024,SHJ-JED,A321,2093.7,14932.1,216,12011.6,12109.9,11895.6,29.64,12,None,17.4,-39.5,Rain
AB0356,05-04-2024,SHJ-DEL,A321,2246.6,15743.2,166,10694.6,10797.2,10298.8,29.23,31,None,19.1,-6.4,Rain
AB0357,31-01-2024,SHJ-JED,A320,1740.5,15312,171,8194.1,8308.4,8021.1,27.17,0,None,13.9,-36,Rain
AB0358,18-01-2024,SHJ-DEL,A321,2625,17831.3,240,8277.1,8312.4,7970,28.3,0,Weather,24.2,-25.9,Cloudy
AB0359,16-04-2024,SHJ-JED,A321,2413.7,17104.1,240,8020.6,8177.9,7594.6,28.03,30,None,19.7,-23.4,Storm
AB0360,21-03-2024,SHJ-MCT,A320,1635.2,13280.9,205,8000.7,8061.1,7622.5,27.22,31,ATC,11.3,-26.2,Storm
AB0361,05-01-2024,SHJ-CAI,A320,1806.8,14111.4,161,8395.8,8532.6,8026.5,27.01,4,ATC,24,-6.6,Cloudy
AB0362,23-04-2024,SHJ-DEL,A321,1925.4,16851.5,170,9546.9,9599.5,9057.2,28.17,25,None,10.3,-29.5,Fog
AB0363,20-02-2024,SHJ-RUH,A321,2319.3,15865.7,205,10244.2,10357.5,9902,28.66,17,Technical,17.4,-13.1,Cloudy
AB0364,06-02-2024,SHJ-CAI,A320,1700.6,13817.4,145,7965,8009.3,7746.1,28.26,14,None,21.9,-26.5,Rain
AB0365,04-02-2024,SHJ-DEL,A321,2281.6,17050.8,218,8674.3,8792.6,8359.4,29.01,0,Weather,18.8,13.2,Storm
AB0366,05-04-2024,SHJ-DOH,A321,2128,15771.9,217,9812.4,9849.5,9393.1,29.73,21,Technical,17.3,-14.9,Cloudy
AB0367,04-03-2024,SHJ-JED,A321,2405.9,17372.3,187,10320.2,10423.8,10026.6,29.07,6,Technical,24,-21.3,Fog
AB0368,04-02-2024,SHJ-DEL,A321,1976.1,16106.5,213,10729.2,10786.7,10368.9,31.49,15,ATC,24.4,-22.3,Fog
AB0369,15-04-2024,SHJ-MCT,A321,2306.7,17339.5,234,10557.4,10641.6,10170.1,28.43,16,Technical,22.7,-23.3,Clear
AB0370,11-02-2024,SHJ-JED,A321,2413,17952.6,191,8663.1,8778.5,8377.1,28.48,37,Technical,20.1,-19.4,Fog
AB0371,01-04-2024,SHJ-DOH,A320,1512.8,12684.2,170,5867.4,5959.5,5466.1,31.24,56,Late Arrival,17.1,-21.6,Rain
AB0372,27-02-2024,SHJ-DEL,A321,2399.1,18203.2,177,7713.6,7842.8,7475.8,29.5,31,Late Arrival,12,-54.7,Storm
AB0373,05-02-2024,SHJ-JED,A320,1971.6,13171.8,124,8145.1,8239,7765.7,27.54,6,ATC,16.1,-40.2,Storm
AB0374,16-02-2024,SHJ-RUH,A320,1657.1,14521.3,171,8168.1,8259,7967.6,25.82,13,None,25.1,-42.1,Cloudy
AB0375,18-04-2024,SHJ-RUH,A321,2082.8,16829.1,235,9051.8,9053.3,8821,29.1,50,ATC,19.4,-20.3,Clear
AB0376,31-01-2024,SHJ-JED,A321,2264.4,16488.9,193,10323.3,10424.2,10000.7,28.02,36,Technical,21.3,-28.3,Fog
AB0377,05-01-2024,SHJ-RUH,A320,2000.4,13502.4,149,7240.3,7363.9,7117.4,26.17,0,Late Arrival,7.6,-21.3,Rain
AB0378,17-02-2024,SHJ-DOH,A320,1769.9,13673.3,144,6827.8,6900.2,6481.3,28.32,0,Weather,18.9,-0.5,Fog
AB0379,16-02-2024,SHJ-DOH,A321,2317.2,16087.6,215,9259.3,9343.1,8958.5,28.84,14,Late Arrival,13,-35.2,Cloudy
